home_team,away_team,home_score,away_score,home_times,away_times,home_win,away_win,home_goals,away_goals,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
智利,奥地利,1,1,33,29,11,12,40,43,0.333333333,0.413793103,1.212121212,1.482758621,-1
意大利,喀麦隆,3,0,83,23,45,4,128,18,0.542168675,0.173913043,1.542168675,0.782608696,1
法国,沙特阿拉伯,4,0,66,16,34,3,120,11,0.515151515,0.1875,1.818181818,0.6875,1
南非,丹麦,1,1,9,20,2,9,11,30,0.222222222,0.45,1.222222222,1.5,-1
尼日利亚,保加利亚,1,0,21,26,6,3,23,22,0.285714286,0.115384615,1.095238095,0.846153846,1
西班牙,巴拉圭,0,0,63,27,30,7,99,30,0.476190476,0.259259259,1.571428571,1.111111111,-1
比利时,墨西哥,2,2,48,57,20,16,68,60,0.416666667,0.280701754,1.416666667,1.052631579,-1
日本,克罗地亚,0,1,21,23,5,11,20,35,0.238095238,0.47826087,0.952380952,1.52173913,0
荷兰,韩国,5,0,50,29,27,6,86,29,0.54,0.206896552,1.72,1,1
阿根廷,牙买加,5,0,81,3,43,1,137,3,0.530864198,0.333333333,1.691358025,1,1
德国,塞尔维亚,2,2,109,13,67,4,226,11,0.614678899,0.307692308,2.073394495,0.846153846,-1
美国,伊朗,1,2,33,15,8,2,37,9,0.242424242,0.133333333,1.121212121,0.6,0
哥伦比亚,突尼斯,1,0,22,15,9,2,32,13,0.409090909,0.133333333,1.454545455,0.866666667,1
罗马尼亚,英格兰,2,1,21,69,8,29,30,91,0.380952381,0.420289855,1.428571429,1.31884058,1
巴西,挪威,1,2,109,8,73,2,229,7,0.669724771,0.25,2.100917431,0.875,0
智利,喀麦隆,1,1,33,23,11,4,40,18,0.333333333,0.173913043,1.212121212,0.782608696,-1
意大利,奥地利,2,1,83,29,45,12,128,43,0.542168675,0.413793103,1.542168675,1.482758621,1
苏格兰,摩洛哥,0,3,23,16,4,2,25,14,0.173913043,0.125,1.086956522,0.875,0
法国,丹麦,2,1,66,20,34,9,120,30,0.515151515,0.45,1.818181818,1.5,1
尼日利亚,巴拉圭,1,3,21,27,6,7,23,30,0.285714286,0.259259259,1.095238095,1.111111111,0
南非,沙特阿拉伯,2,2,9,16,2,3,11,11,0.222222222,0.1875,1.222222222,0.6875,-1
西班牙,保加利亚,6,1,63,26,30,3,99,22,0.476190476,0.115384615,1.571428571,0.846153846,1
比利时,韩国,1,1,48,29,20,6,68,29,0.416666667,0.206896552,1.416666667,1,-1
德国,伊朗,2,0,109,15,67,2,226,9,0.614678899,0.133333333,2.073394495,0.6,1
荷兰,墨西哥,2,2,50,57,27,16,86,60,0.54,0.280701754,1.72,1.052631579,-1
美国,塞尔维亚,0,1,33,13,8,4,37,11,0.242424242,0.307692308,1.121212121,0.846153846,0
阿根廷,克罗地亚,1,0,81,23,43,11,137,35,0.530864198,0.47826087,1.691358025,1.52173913,1
哥伦比亚,英格兰,0,2,22,69,9,29,32,91,0.409090909,0.420289855,1.454545455,1.31884058,0
日本,牙买加,1,2,21,3,5,1,20,3,0.238095238,0.333333333,0.952380952,1,0
罗马尼亚,突尼斯,1,1,21,15,8,2,30,13,0.380952381,0.133333333,1.428571429,0.866666667,-1
巴西,智利,4,1,109,33,73,11,229,40,0.669724771,0.333333333,2.100917431,1.212121212,1
意大利,挪威,1,0,83,8,45,2,128,7,0.542168675,0.25,1.542168675,0.875,1
法国,巴拉圭,1,0,66,27,34,7,120,30,0.515151515,0.259259259,1.818181818,1.111111111,1
尼日利亚,丹麦,1,4,21,20,6,9,23,30,0.285714286,0.45,1.095238095,1.5,0
德国,墨西哥,2,1,109,57,67,16,226,60,0.614678899,0.280701754,2.073394495,1.052631579,1
荷兰,塞尔维亚,2,1,50,13,27,4,86,11,0.54,0.307692308,1.72,0.846153846,1
阿根廷,英格兰,2,2,81,69,43,29,137,91,0.530864198,0.420289855,1.691358025,1.31884058,-1
罗马尼亚,克罗地亚,0,1,21,23,8,11,30,35,0.380952381,0.47826087,1.428571429,1.52173913,0
巴西,丹麦,3,2,109,20,73,9,229,30,0.669724771,0.45,2.100917431,1.5,1
法国,意大利,0,0,66,83,34,45,120,128,0.515151515,0.542168675,1.818181818,1.542168675,-1
德国,克罗地亚,0,3,109,23,67,11,226,35,0.614678899,0.47826087,2.073394495,1.52173913,0
荷兰,阿根廷,2,1,50,81,27,43,86,137,0.54,0.530864198,1.72,1.691358025,1
巴西,荷兰,1,1,109,50,73,27,229,86,0.669724771,0.54,2.100917431,1.72,-1
法国,克罗地亚,2,1,66,23,34,11,120,35,0.515151515,0.47826087,1.818181818,1.52173913,1
荷兰,克罗地亚,1,2,50,23,27,11,86,35,0.54,0.47826087,1.72,1.52173913,0
法国,巴西,3,0,66,109,34,73,120,229,0.515151515,0.669724771,1.818181818,2.100917431,1
法国,塞内加尔,0,1,66,8,34,3,120,11,0.515151515,0.375,1.818181818,1.375,0
德国,沙特阿拉伯,8,0,109,16,67,3,226,11,0.614678899,0.1875,2.073394495,0.6875,1
爱尔兰,喀麦隆,1,1,13,23,2,4,10,18,0.153846154,0.173913043,0.769230769,0.782608696,-1
乌拉圭,丹麦,1,2,56,20,24,9,87,30,0.428571429,0.45,1.553571429,1.5,0
阿根廷,尼日利亚,1,0,81,21,43,6,137,23,0.530864198,0.285714286,1.691358025,1.095238095,1
英格兰,瑞典,1,1,69,51,29,19,91,80,0.420289855,0.37254902,1.31884058,1.568627451,-1
巴拉圭,南非,2,2,27,9,7,2,30,11,0.259259259,0.222222222,1.111111111,1.222222222,-1
西班牙,斯洛文尼亚,3,1,63,6,30,1,99,5,0.476190476,0.166666667,1.571428571,0.833333333,1
巴西,土耳其,2,1,109,10,73,5,229,20,0.669724771,0.5,2.100917431,2,1
克罗地亚,墨西哥,0,1,23,57,11,16,35,60,0.47826087,0.280701754,1.52173913,1.052631579,0
意大利,厄瓜多尔,2,0,83,10,45,4,128,10,0.542168675,0.4,1.542168675,1,1
中国,哥斯达黎加,0,2,3,18,0,5,0,19,0,0.277777778,0,1.055555556,0
日本,比利时,2,2,21,48,5,20,20,68,0.238095238,0.416666667,0.952380952,1.416666667,-1
韩国,波兰,2,0,29,34,6,16,29,46,0.206896552,0.470588235,1,1.352941176,1
德国,爱尔兰,1,1,109,13,67,2,226,10,0.614678899,0.153846154,2.073394495,0.769230769,-1
俄罗斯,突尼斯,2,0,45,15,19,2,77,13,0.422222222,0.133333333,1.711111111,0.866666667,1
美国,葡萄牙,3,2,33,30,8,14,37,49,0.242424242,0.466666667,1.121212121,1.633333333,1
喀麦隆,沙特阿拉伯,1,0,23,16,4,3,18,11,0.173913043,0.1875,0.782608696,0.6875,1
丹麦,塞内加尔,1,1,20,8,9,3,30,11,0.45,0.375,1.5,1.375,-1
法国,乌拉圭,0,0,66,56,34,24,120,87,0.515151515,0.428571429,1.818181818,1.553571429,-1
阿根廷,英格兰,0,1,81,69,43,29,137,91,0.530864198,0.420289855,1.691358025,1.31884058,0
西班牙,巴拉圭,3,1,63,27,30,7,99,30,0.476190476,0.259259259,1.571428571,1.111111111,1
瑞典,尼日利亚,2,1,51,21,19,6,80,23,0.37254902,0.285714286,1.568627451,1.095238095,1
巴西,中国,4,0,109,3,73,0,229,0,0.669724771,0,2.100917431,0,1
意大利,克罗地亚,1,2,83,23,45,11,128,35,0.542168675,0.47826087,1.542168675,1.52173913,0
南非,斯洛文尼亚,1,0,9,6,2,1,11,5,0.222222222,0.166666667,1.222222222,0.833333333,1
哥斯达黎加,土耳其,1,1,18,10,5,5,19,20,0.277777778,0.5,1.055555556,2,-1
日本,俄罗斯,1,0,21,45,5,19,20,77,0.238095238,0.422222222,0.952380952,1.711111111,1
墨西哥,厄瓜多尔,2,1,57,10,16,4,60,10,0.280701754,0.4,1.052631579,1,1
韩国,美国,1,1,29,33,6,8,29,37,0.206896552,0.242424242,1,1.121212121,-1
葡萄牙,波兰,4,0,30,34,14,16,49,46,0.466666667,0.470588235,1.633333333,1.352941176,1
突尼斯,比利时,1,1,15,48,2,20,13,68,0.133333333,0.416666667,0.866666667,1.416666667,-1
喀麦隆,德国,0,2,23,109,4,67,18,226,0.173913043,0.614678899,0.782608696,2.073394495,0
丹麦,法国,2,0,20,66,9,34,30,120,0.45,0.515151515,1.5,1.818181818,1
沙特阿拉伯,爱尔兰,0,3,16,13,3,2,11,10,0.1875,0.153846154,0.6875,0.769230769,0
塞内加尔,乌拉圭,3,3,8,56,3,24,11,87,0.375,0.428571429,1.375,1.553571429,-1
尼日利亚,英格兰,0,0,21,69,6,29,23,91,0.285714286,0.420289855,1.095238095,1.31884058,-1
斯洛文尼亚,巴拉圭,1,3,6,27,1,7,5,30,0.166666667,0.259259259,0.833333333,1.111111111,0
南非,西班牙,2,3,9,63,2,30,11,99,0.222222222,0.476190476,1.222222222,1.571428571,0
瑞典,阿根廷,1,1,51,81,19,43,80,137,0.37254902,0.530864198,1.568627451,1.691358025,-1
哥斯达黎加,巴西,2,5,18,109,5,73,19,229,0.277777778,0.669724771,1.055555556,2.100917431,0
厄瓜多尔,克罗地亚,1,0,10,23,4,11,10,35,0.4,0.47826087,1,1.52173913,1
墨西哥,意大利,1,1,57,83,16,45,60,128,0.280701754,0.542168675,1.052631579,1.542168675,-1
土耳其,中国,3,0,10,3,5,0,20,0,0.5,0,2,0,1
比利时,俄罗斯,3,2,48,45,20,19,68,77,0.416666667,0.422222222,1.416666667,1.711111111,1
日本,突尼斯,2,0,21,15,5,2,20,13,0.238095238,0.133333333,0.952380952,0.866666667,1
韩国,葡萄牙,1,0,29,30,6,14,29,49,0.206896552,0.466666667,1,1.633333333,1
波兰,美国,3,1,34,33,16,8,46,37,0.470588235,0.242424242,1.352941176,1.121212121,1
丹麦,英格兰,0,3,20,69,9,29,30,91,0.45,0.420289855,1.5,1.31884058,0
德国,巴拉圭,1,0,109,27,67,7,226,30,0.614678899,0.259259259,2.073394495,1.111111111,1
西班牙,爱尔兰,1,1,63,13,30,2,99,10,0.476190476,0.153846154,1.571428571,0.769230769,-1
瑞典,塞内加尔,1,2,51,8,19,3,80,11,0.37254902,0.375,1.568627451,1.375,0
巴西,比利时,2,0,109,48,73,20,229,68,0.669724771,0.416666667,2.100917431,1.416666667,1
墨西哥,美国,0,2,57,33,16,8,60,37,0.280701754,0.242424242,1.052631579,1.121212121,0
日本,土耳其,0,1,21,10,5,5,20,20,0.238095238,0.5,0.952380952,2,0
韩国,意大利,2,1,29,83,6,45,29,128,0.206896552,0.542168675,1,1.542168675,1
英格兰,巴西,1,2,69,109,29,73,91,229,0.420289855,0.669724771,1.31884058,2.100917431,0
德国,美国,1,0,109,33,67,8,226,37,0.614678899,0.242424242,2.073394495,1.121212121,1
韩国,西班牙,0,0,29,63,6,30,29,99,0.206896552,0.476190476,1,1.571428571,-1
塞内加尔,土耳其,0,1,8,10,3,5,11,20,0.375,0.5,1.375,2,0
韩国,德国,0,1,29,109,6,67,29,226,0.206896552,0.614678899,1,2.073394495,0
巴西,土耳其,1,0,109,10,73,5,229,20,0.669724771,0.5,2.100917431,2,1
韩国,土耳其,2,3,29,10,6,5,29,20,0.206896552,0.5,1,2,0
德国,巴西,0,2,109,109,67,73,226,229,0.614678899,0.669724771,2.073394495,2.100917431,0
德国,哥斯达黎加,4,2,109,18,67,5,226,19,0.614678899,0.277777778,2.073394495,1.055555556,1
波兰,厄瓜多尔,0,2,34,10,16,4,46,10,0.470588235,0.4,1.352941176,1,0
阿根廷,科特迪瓦,2,1,81,9,43,3,137,13,0.530864198,0.333333333,1.691358025,1.444444444,1
英格兰,巴拉圭,1,0,69,27,29,7,91,30,0.420289855,0.259259259,1.31884058,1.111111111,1
特立尼达和多巴哥,瑞典,0,0,3,51,0,19,0,80,0,0.37254902,0,1.568627451,-1
安哥拉,葡萄牙,0,1,3,30,0,14,1,49,0,0.466666667,0.333333333,1.633333333,0
墨西哥,伊朗,3,1,57,15,16,2,60,9,0.280701754,0.133333333,1.052631579,0.6,1
塞尔维亚,荷兰,0,1,13,50,4,27,11,86,0.307692308,0.54,0.846153846,1.72,0
澳大利亚,日本,3,1,16,21,2,5,13,20,0.125,0.238095238,0.8125,0.952380952,1
意大利,迦纳,2,0,83,12,45,4,128,13,0.542168675,0.333333333,1.542168675,1.083333333,1
美国,捷克共和国,0,3,33,3,8,1,37,3,0.242424242,0.333333333,1.121212121,1,0
巴西,克罗地亚,1,0,109,23,73,11,229,35,0.669724771,0.47826087,2.100917431,1.52173913,1
法国,瑞士,0,0,66,37,34,12,120,50,0.515151515,0.324324324,1.818181818,1.351351351,-1
韩国,多哥,2,1,29,3,6,0,29,1,0.206896552,0,1,0.333333333,1
德国,波兰,1,0,109,34,67,16,226,46,0.614678899,0.470588235,2.073394495,1.352941176,1
西班牙,乌克兰,4,0,63,5,30,2,99,5,0.476190476,0.4,1.571428571,1,1
突尼斯,沙特阿拉伯,2,2,15,16,2,3,13,11,0.133333333,0.1875,0.866666667,0.6875,-1
厄瓜多尔,哥斯达黎加,3,0,10,18,4,5,10,19,0.4,0.277777778,1,1.055555556,1
英格兰,特立尼达和多巴哥,2,0,69,3,29,0,91,0,0.420289855,0,1.31884058,0,1
瑞典,巴拉圭,1,0,51,27,19,7,80,30,0.37254902,0.259259259,1.568627451,1.111111111,1
阿根廷,塞尔维亚,6,0,81,13,43,4,137,11,0.530864198,0.307692308,1.691358025,0.846153846,1
墨西哥,安哥拉,0,0,57,3,16,0,60,1,0.280701754,0,1.052631579,0.333333333,-1
荷兰,科特迪瓦,2,1,50,9,27,3,86,13,0.54,0.333333333,1.72,1.444444444,1
捷克共和国,迦纳,0,2,3,12,1,4,3,13,0.333333333,0.333333333,1,1.083333333,0
意大利,美国,1,1,83,33,45,8,128,37,0.542168675,0.242424242,1.542168675,1.121212121,-1
葡萄牙,伊朗,2,0,30,15,14,2,49,9,0.466666667,0.133333333,1.633333333,0.6,1
巴西,澳大利亚,2,0,109,16,73,2,229,13,0.669724771,0.125,2.100917431,0.8125,1
法国,韩国,1,1,66,29,34,6,120,29,0.515151515,0.206896552,1.818181818,1,-1
日本,克罗地亚,0,0,21,23,5,11,20,35,0.238095238,0.47826087,0.952380952,1.52173913,-1
沙特阿拉伯,乌克兰,0,4,16,5,3,2,11,5,0.1875,0.4,0.6875,1,0
西班牙,突尼斯,3,1,63,15,30,2,99,13,0.476190476,0.133333333,1.571428571,0.866666667,1
多哥,瑞士,0,2,3,37,0,12,1,50,0,0.324324324,0.333333333,1.351351351,0
哥斯达黎加,波兰,1,2,18,34,5,16,19,46,0.277777778,0.470588235,1.055555556,1.352941176,0
德国,厄瓜多尔,3,0,109,10,67,4,226,10,0.614678899,0.4,2.073394495,1,1
巴拉圭,特立尼达和多巴哥,2,0,27,3,7,0,30,0,0.259259259,0,1.111111111,0,1
瑞典,英格兰,2,2,51,69,19,29,80,91,0.37254902,0.420289855,1.568627451,1.31884058,-1
伊朗,安哥拉,1,1,15,3,2,0,9,1,0.133333333,0,0.6,0.333333333,-1
科特迪瓦,塞尔维亚,3,2,9,13,3,4,13,11,0.333333333,0.307692308,1.444444444,0.846153846,1
荷兰,阿根廷,0,0,50,81,27,43,86,137,0.54,0.530864198,1.72,1.691358025,-1
葡萄牙,墨西哥,2,1,30,57,14,16,49,60,0.466666667,0.280701754,1.633333333,1.052631579,1
克罗地亚,澳大利亚,2,2,23,16,11,2,35,13,0.47826087,0.125,1.52173913,0.8125,-1
捷克共和国,意大利,0,2,3,83,1,45,3,128,0.333333333,0.542168675,1,1.542168675,0
迦纳,美国,2,1,12,33,4,8,13,37,0.333333333,0.242424242,1.083333333,1.121212121,1
日本,巴西,1,4,21,109,5,73,20,229,0.238095238,0.669724771,0.952380952,2.100917431,0
沙特阿拉伯,西班牙,0,1,16,63,3,30,11,99,0.1875,0.476190476,0.6875,1.571428571,0
瑞士,韩国,2,0,37,29,12,6,50,29,0.324324324,0.206896552,1.351351351,1,1
多哥,法国,0,2,3,66,0,34,1,120,0,0.515151515,0.333333333,1.818181818,0
乌克兰,突尼斯,1,0,5,15,2,2,5,13,0.4,0.133333333,1,0.866666667,1
阿根廷,墨西哥,2,1,81,57,43,16,137,60,0.530864198,0.280701754,1.691358025,1.052631579,1
德国,瑞典,2,0,109,51,67,19,226,80,0.614678899,0.37254902,2.073394495,1.568627451,1
英格兰,厄瓜多尔,1,0,69,10,29,4,91,10,0.420289855,0.4,1.31884058,1,1
葡萄牙,荷兰,1,0,30,50,14,27,49,86,0.466666667,0.54,1.633333333,1.72,1
意大利,澳大利亚,1,0,83,16,45,2,128,13,0.542168675,0.125,1.542168675,0.8125,1
瑞士,乌克兰,0,0,37,5,12,2,50,5,0.324324324,0.4,1.351351351,1,-1
巴西,迦纳,3,0,109,12,73,4,229,13,0.669724771,0.333333333,2.100917431,1.083333333,1
西班牙,法国,1,3,63,66,30,34,99,120,0.476190476,0.515151515,1.571428571,1.818181818,0
德国,阿根廷,1,1,109,81,67,43,226,137,0.614678899,0.530864198,2.073394495,1.691358025,-1
意大利,乌克兰,3,0,83,5,45,2,128,5,0.542168675,0.4,1.542168675,1,1
巴西,法国,0,1,109,66,73,34,229,120,0.669724771,0.515151515,2.100917431,1.818181818,0
英格兰,葡萄牙,0,0,69,30,29,14,91,49,0.420289855,0.466666667,1.31884058,1.633333333,-1
德国,意大利,0,2,109,83,67,45,226,128,0.614678899,0.542168675,2.073394495,1.542168675,0
葡萄牙,法国,0,1,30,66,14,34,49,120,0.466666667,0.515151515,1.633333333,1.818181818,0
德国,葡萄牙,3,1,109,30,67,14,226,49,0.614678899,0.466666667,2.073394495,1.633333333,1
意大利,法国,1,1,83,66,45,34,128,120,0.542168675,0.515151515,1.542168675,1.818181818,-1
南非,墨西哥,1,1,9,57,2,16,11,60,0.222222222,0.280701754,1.222222222,1.052631579,-1
乌拉圭,法国,0,0,56,66,24,34,87,120,0.428571429,0.515151515,1.553571429,1.818181818,-1
阿根廷,尼日利亚,1,0,81,21,43,6,137,23,0.530864198,0.285714286,1.691358025,1.095238095,1
英格兰,美国,1,1,69,33,29,8,91,37,0.420289855,0.242424242,1.31884058,1.121212121,-1
韩国,希腊,2,0,29,10,6,2,29,5,0.206896552,0.2,1,0.5,1
阿尔及利亚,斯洛文尼亚,0,1,13,6,3,1,13,5,0.230769231,0.166666667,1,0.833333333,0
德国,澳大利亚,4,0,109,16,67,2,226,13,0.614678899,0.125,2.073394495,0.8125,1
塞尔维亚,迦纳,0,1,13,12,4,4,11,13,0.307692308,0.333333333,0.846153846,1.083333333,0
意大利,巴拉圭,1,1,83,27,45,7,128,30,0.542168675,0.259259259,1.542168675,1.111111111,-1
日本,喀麦隆,1,0,21,23,5,4,20,18,0.238095238,0.173913043,0.952380952,0.782608696,1
荷兰,丹麦,2,0,50,20,27,9,86,30,0.54,0.45,1.72,1.5,1
巴西,朝鲜,2,1,109,12,73,1,229,11,0.669724771,0.083333333,2.100917431,0.916666667,1
科特迪瓦,葡萄牙,0,0,9,30,3,14,13,49,0.333333333,0.466666667,1.444444444,1.633333333,-1
新西兰,斯洛伐克,1,1,6,4,0,1,4,5,0,0.25,0.666666667,1.25,-1
洪都拉斯,智利,0,1,9,33,0,11,3,40,0,0.333333333,0.333333333,1.212121212,0
南非,乌拉圭,0,3,9,56,2,24,11,87,0.222222222,0.428571429,1.222222222,1.553571429,0
西班牙,瑞士,0,1,63,37,30,12,99,50,0.476190476,0.324324324,1.571428571,1.351351351,0
阿根廷,韩国,4,1,81,29,43,6,137,29,0.530864198,0.206896552,1.691358025,1,1
法国,墨西哥,0,2,66,57,34,16,120,60,0.515151515,0.280701754,1.818181818,1.052631579,0
希腊,尼日利亚,2,1,10,21,2,6,5,23,0.2,0.285714286,0.5,1.095238095,1
英格兰,阿尔及利亚,0,0,69,13,29,3,91,13,0.420289855,0.230769231,1.31884058,1,-1
德国,塞尔维亚,0,1,109,13,67,4,226,11,0.614678899,0.307692308,2.073394495,0.846153846,0
斯洛文尼亚,美国,2,2,6,33,1,8,5,37,0.166666667,0.242424242,0.833333333,1.121212121,-1
喀麦隆,丹麦,1,2,23,20,4,9,18,30,0.173913043,0.45,0.782608696,1.5,0
迦纳,澳大利亚,1,1,12,16,4,2,13,13,0.333333333,0.125,1.083333333,0.8125,-1
荷兰,日本,1,0,50,21,27,5,86,20,0.54,0.238095238,1.72,0.952380952,1
巴西,科特迪瓦,3,1,109,9,73,3,229,13,0.669724771,0.333333333,2.100917431,1.444444444,1
意大利,新西兰,1,1,83,6,45,0,128,4,0.542168675,0,1.542168675,0.666666667,-1
斯洛伐克,巴拉圭,0,2,4,27,1,7,5,30,0.25,0.259259259,1.25,1.111111111,0
智利,瑞士,1,0,33,37,11,12,40,50,0.333333333,0.324324324,1.212121212,1.351351351,1
葡萄牙,朝鲜,7,0,30,12,14,1,49,11,0.466666667,0.083333333,1.633333333,0.916666667,1
西班牙,洪都拉斯,2,0,63,9,30,0,99,3,0.476190476,0,1.571428571,0.333333333,1
希腊,阿根廷,0,2,10,81,2,43,5,137,0.2,0.530864198,0.5,1.691358025,0
墨西哥,乌拉圭,0,1,57,56,16,24,60,87,0.280701754,0.428571429,1.052631579,1.553571429,0
尼日利亚,韩国,2,2,21,29,6,6,23,29,0.285714286,0.206896552,1.095238095,1,-1
南非,法国,2,1,9,66,2,34,11,120,0.222222222,0.515151515,1.222222222,1.818181818,1
澳大利亚,塞尔维亚,2,1,16,13,2,4,13,11,0.125,0.307692308,0.8125,0.846153846,1
迦纳,德国,0,1,12,109,4,67,13,226,0.333333333,0.614678899,1.083333333,2.073394495,0
斯洛文尼亚,英格兰,0,1,6,69,1,29,5,91,0.166666667,0.420289855,0.833333333,1.31884058,0
美国,阿尔及利亚,1,0,33,13,8,3,37,13,0.242424242,0.230769231,1.121212121,1,1
喀麦隆,荷兰,1,2,23,50,4,27,18,86,0.173913043,0.54,0.782608696,1.72,0
丹麦,日本,1,3,20,21,9,5,30,20,0.45,0.238095238,1.5,0.952380952,0
巴拉圭,新西兰,0,0,27,6,7,0,30,4,0.259259259,0,1.111111111,0.666666667,-1
斯洛伐克,意大利,3,2,4,83,1,45,5,128,0.25,0.542168675,1.25,1.542168675,1
智利,西班牙,1,2,33,63,11,30,40,99,0.333333333,0.476190476,1.212121212,1.571428571,0
朝鲜,科特迪瓦,0,3,12,9,1,3,11,13,0.083333333,0.333333333,0.916666667,1.444444444,0
葡萄牙,巴西,0,0,30,109,14,73,49,229,0.466666667,0.669724771,1.633333333,2.100917431,-1
瑞士,洪都拉斯,0,0,37,9,12,0,50,3,0.324324324,0,1.351351351,0.333333333,-1
乌拉圭,韩国,2,1,56,29,24,6,87,29,0.428571429,0.206896552,1.553571429,1,1
美国,迦纳,1,2,33,12,8,4,37,13,0.242424242,0.333333333,1.121212121,1.083333333,0
阿根廷,墨西哥,3,1,81,57,43,16,137,60,0.530864198,0.280701754,1.691358025,1.052631579,1
德国,英格兰,4,1,109,69,67,29,226,91,0.614678899,0.420289855,2.073394495,1.31884058,1
巴西,智利,3,0,109,33,73,11,229,40,0.669724771,0.333333333,2.100917431,1.212121212,1
荷兰,斯洛伐克,2,1,50,4,27,1,86,5,0.54,0.25,1.72,1.25,1
巴拉圭,日本,0,0,27,21,7,5,30,20,0.259259259,0.238095238,1.111111111,0.952380952,-1
西班牙,葡萄牙,1,0,63,30,30,14,99,49,0.476190476,0.466666667,1.571428571,1.633333333,1
荷兰,巴西,2,1,50,109,27,73,86,229,0.54,0.669724771,1.72,2.100917431,1
乌拉圭,迦纳,1,1,56,12,24,4,87,13,0.428571429,0.333333333,1.553571429,1.083333333,-1
阿根廷,德国,0,4,81,109,43,67,137,226,0.530864198,0.614678899,1.691358025,2.073394495,0
巴拉圭,西班牙,0,1,27,63,7,30,30,99,0.259259259,0.476190476,1.111111111,1.571428571,0
乌拉圭,荷兰,2,3,56,50,24,27,87,86,0.428571429,0.54,1.553571429,1.72,0
德国,西班牙,0,1,109,63,67,30,226,99,0.614678899,0.476190476,2.073394495,1.571428571,0
乌拉圭,德国,2,3,56,109,24,67,87,226,0.428571429,0.614678899,1.553571429,2.073394495,0
荷兰,西班牙,0,1,50,63,27,30,86,99,0.54,0.476190476,1.72,1.571428571,0
巴西,克罗地亚,3,1,109,23,73,11,229,35,0.669724771,0.47826087,2.100917431,1.52173913,1
智利,澳大利亚,3,1,33,16,11,2,40,13,0.333333333,0.125,1.212121212,0.8125,1
墨西哥,喀麦隆,1,0,57,23,16,4,60,18,0.280701754,0.173913043,1.052631579,0.782608696,1
西班牙,荷兰,1,5,63,50,30,27,99,86,0.476190476,0.54,1.571428571,1.72,0
哥伦比亚,希腊,3,0,22,10,9,2,32,5,0.409090909,0.2,1.454545455,0.5,1
英格兰,意大利,1,2,69,83,29,45,91,128,0.420289855,0.542168675,1.31884058,1.542168675,0
科特迪瓦,日本,2,1,9,21,3,5,13,20,0.333333333,0.238095238,1.444444444,0.952380952,1
乌拉圭,哥斯达黎加,1,3,56,18,24,5,87,19,0.428571429,0.277777778,1.553571429,1.055555556,0
阿根廷,波斯尼亚和黑塞哥维那,2,1,81,3,43,1,137,4,0.530864198,0.333333333,1.691358025,1.333333333,1
法国,洪都拉斯,3,0,66,9,34,0,120,3,0.515151515,0,1.818181818,0.333333333,1
瑞士,厄瓜多尔,2,1,37,10,12,4,50,10,0.324324324,0.4,1.351351351,1,1
德国,葡萄牙,4,0,109,30,67,14,226,49,0.614678899,0.466666667,2.073394495,1.633333333,1
迦纳,美国,1,2,12,33,4,8,13,37,0.333333333,0.242424242,1.083333333,1.121212121,0
伊朗,尼日利亚,0,0,15,21,2,6,9,23,0.133333333,0.285714286,0.6,1.095238095,-1
比利时,阿尔及利亚,2,1,48,13,20,3,68,13,0.416666667,0.230769231,1.416666667,1,1
巴西,墨西哥,0,0,109,57,73,16,229,60,0.669724771,0.280701754,2.100917431,1.052631579,-1
俄罗斯,韩国,1,1,45,29,19,6,77,29,0.422222222,0.206896552,1.711111111,1,-1
澳大利亚,荷兰,2,3,16,50,2,27,13,86,0.125,0.54,0.8125,1.72,0
喀麦隆,克罗地亚,0,4,23,23,4,11,18,35,0.173913043,0.47826087,0.782608696,1.52173913,0
西班牙,智利,0,2,63,33,30,11,99,40,0.476190476,0.333333333,1.571428571,1.212121212,0
哥伦比亚,科特迪瓦,2,1,22,9,9,3,32,13,0.409090909,0.333333333,1.454545455,1.444444444,1
日本,希腊,0,0,21,10,5,2,20,5,0.238095238,0.2,0.952380952,0.5,-1
乌拉圭,英格兰,2,1,56,69,24,29,87,91,0.428571429,0.420289855,1.553571429,1.31884058,1
洪都拉斯,厄瓜多尔,1,2,9,10,0,4,3,10,0,0.4,0.333333333,1,0
意大利,哥斯达黎加,0,1,83,18,45,5,128,19,0.542168675,0.277777778,1.542168675,1.055555556,0
瑞士,法国,2,5,37,66,12,34,50,120,0.324324324,0.515151515,1.351351351,1.818181818,0
阿根廷,伊朗,1,0,81,15,43,2,137,9,0.530864198,0.133333333,1.691358025,0.6,1
德国,迦纳,2,2,109,12,67,4,226,13,0.614678899,0.333333333,2.073394495,1.083333333,-1
尼日利亚,波斯尼亚和黑塞哥维那,1,0,21,3,6,1,23,4,0.285714286,0.333333333,1.095238095,1.333333333,1
比利时,俄罗斯,1,0,48,45,20,19,68,77,0.416666667,0.422222222,1.416666667,1.711111111,1
韩国,阿尔及利亚,2,4,29,13,6,3,29,13,0.206896552,0.230769231,1,1,0
美国,葡萄牙,2,2,33,30,8,14,37,49,0.242424242,0.466666667,1.121212121,1.633333333,-1
澳大利亚,西班牙,0,3,16,63,2,30,13,99,0.125,0.476190476,0.8125,1.571428571,0
巴西,喀麦隆,4,1,109,23,73,4,229,18,0.669724771,0.173913043,2.100917431,0.782608696,1
